web-scraper-order,web-scraper-start-url,title_link,title_link-href,pagintion,pagintion-href,date,add,add-href,title_text
"1543755327-1323","https://timesofindia.indiatimes.com/topic/HIV/news","Experimental vaccine may protect against HIV
29 Oct 2017Researchers designed a vaccine candidate using an HIV protein fragment linked to a sugar group. When injected into rabbits, the vaccine candidate stimulated antibody responses against the sugar shield in four different HIV strains.","https://timesofindia.indiatimes.com/home/science/experimental-vaccine-may-protect-against-hiv/articleshow/61318704.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755632-1754","https://timesofindia.indiatimes.com/topic/HIV/news","Congress workers held for protest at Cortalim
17 Aug 2018","https://timesofindia.indiatimes.com/city/goa/congress-workers-held-for-protest-at-cortalim/articleshow/65431580.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543756846-1962","https://timesofindia.indiatimes.com/topic/HIV/news","Aadhaar helps identify road accident victim
09 Sep 2018It was an aadhaar card which helped residents to identify an accident victim who was crushed by a speeding car in the BRT corridor near Cadila Bridge in Isanpur on Sunday. The vehicle sped away after the accident with no one noticing the registration number. Harsha Purohit (48) was returning back home in the evening when she was hit by the car.","https://timesofindia.indiatimes.com/city/ahmedabad/aadhaar-helps-identify-road-accident-victim/articleshow/65746838.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755638-1764","https://timesofindia.indiatimes.com/topic/HIV/news","1 therapy centre for 10k AIDS patients in Haryana
19 Aug 2018","https://timesofindia.indiatimes.com/city/chandigarh/1-therapy-centre-for-10k-aids-patients-in-haryana/articleshow/65459274.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","","","Share details of principals’ cars, DAV colleges told"
"1543755568-1680","https://timesofindia.indiatimes.com/topic/HIV/news","Shiv Sena says quotas should go beyond 50 per cent limit
06 Aug 2018Participating in the debate on SC/ST (Protection of Atrocities) Bill, 2018, Shiv Sena MP Arwind Sawant said the government had brought a legilstation to restore ""dilution"" of the SC/ST Act following Supreme Court verdict.","https://timesofindia.indiatimes.com/india/shiv-sena-says-quotas-should-go-beyond-50-per-cent-limit/articleshow/65296321.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753738-493","https://timesofindia.indiatimes.com/topic/HIV/news","Lack of medicines: HIV +ve coming to PGI at ART risk
23 Nov 2017","https://timesofindia.indiatimes.com/city/chandigarh/lack-of-medicines-hiv-ve-coming-to-pgi-at-art-risk/articleshow/61760318.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754516-883","https://timesofindia.indiatimes.com/topic/HIV/news","20,500 got HIV through blood transfusion in 11 years: Data
08 Feb 2018","https://timesofindia.indiatimes.com/city/chennai/20500-got-hiv-through-blood-transfusion-in-11-years-data/articleshow/62829047.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","","","Study suggests Tamil Nadu move away from thermal power"
"1543757207-1996","https://timesofindia.indiatimes.com/topic/HIV/news","India eyes 100% switch from disposable to reuse prevention syringes by 2020
20 Sep 2018","https://timesofindia.indiatimes.com/india/india-eyes-100-switch-from-disposable-to-reuse-prevention-syringes-by-2020/articleshow/65891851.cms","7","https://timesofindia.indiatimes.com/topic/HIV/news/7","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753966-574","https://timesofindia.indiatimes.com/topic/HIV/news","World AIDS Day: 35% of HIV-infected patients are youths
01 Dec 2017Despite the government’s continuous effort to spread awareness about AIDS and HIV, more youths in the region are contracting the disease as compared to people from other age groups","https://timesofindia.indiatimes.com/city/agra/world-aids-day-35-of-hiv-infected-patients-are-youths/articleshow/61869539.cms","18","https://timesofindia.indiatimes.com/topic/HIV/news/18","","","","30% of 573 UPSRTC buses in Agra region do not follow safety measures"
"1543755354-1360","https://timesofindia.indiatimes.com/topic/HIV/news","More horror hubs: Rehab home inmates cry torture
18 Jun 2018","https://timesofindia.indiatimes.com/city/hyderabad/more-horror-hubs-rehab-home-inmates-cry-torture/articleshow/64627110.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753980-593","https://timesofindia.indiatimes.com/topic/HIV/news","HIV on the decline, syphilis cases up
04 Aug 2017","https://timesofindia.indiatimes.com/city/chennai/hiv-on-the-decline-syphilis-cases-up/articleshow/59910371.cms","18","https://timesofindia.indiatimes.com/topic/HIV/news/18","","","","HIV on the decline, syphilis cases up"
"1543755033-1190","https://timesofindia.indiatimes.com/topic/HIV/news","Kerala: Child cancer patient suspected to have contracted HIV during blood transfusion dies
11 Apr 2018The nine-year-old girl child - the cancer patient from Alappuzha who was earlier admitted to the regional cancer centre in Thiruvananthapuram and was suspected to had contracted HIV during blood transfusion - died at Alappuzha Medical College Hospital Wednesday.","https://timesofindia.indiatimes.com/city/kochi/kerala-child-cancer-patient-suspected-to-have-contracted-hiv-during-blood-transfusion-dies/articleshow/63714399.cms","13","https://timesofindia.indiatimes.com/topic/HIV/news/13","","","","High Court trashes plea on illegal reclamation"
"1543754761-980","https://timesofindia.indiatimes.com/topic/HIV/news","​Not horoscope, HIV report to fix matches in Unnao villages
26 Feb 2018","https://timesofindia.indiatimes.com/city/kanpur/not-horoscope-hiv-report-to-fix-matches-in-unnao-villages/articleshow/63075100.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","Man booked for loitering in IAF zone"
"1543755382-1391","https://timesofindia.indiatimes.com/topic/HIV/news","Quota to be sought for sickle cell patients
20 Jun 2018","https://timesofindia.indiatimes.com/city/nagpur/quota-to-be-sought-for-sickle-cell-patients/articleshow/64654899.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","","","NMC, other bodies gear up for Yoga Day"
"1543754810-999","https://timesofindia.indiatimes.com/topic/HIV/news","25 acquire HIV as quack uses infected syringe
06 Feb 2018Unnao district health officials and police are on the lookout for a 'quack' who allegedly infected over two dozen people with HIV by reusing infected syringe and needle. While 25 of them have tested positive for HIV and are undergoing treatment in Kanpur, pathology reports of the remaining 13 are awaited.","https://timesofindia.indiatimes.com/city/kanpur/25-acquire-hiv-as-quack-uses-infected-syringe/articleshow/62798242.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","25 acquire HIV as quack uses infected syringe"
"1543755393-1408","https://timesofindia.indiatimes.com/topic/HIV/news","Soon, test to measure amount of HIV virus in patients’ blood
30 Nov 2017Following years of protest, the Centre is set to roll out the viral load-testing for HIV/AIDS patients in the next six months across the country. The test essentially tells whether the treatment regimen is working or not by measuring the amount of HIV virus in a patient’s blood.","https://timesofindia.indiatimes.com/city/mumbai/soon-test-to-measure-amount-of-hiv-virus-in-patients-blood/articleshow/61871327.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","","","Soon, test to measure amount of HIV virus in patients’ blood"
"1543753679-432","https://timesofindia.indiatimes.com/topic/HIV/news","Depression drives Ludhiana couple to commit suicide
22 Oct 2017An elderly couple of Rajguru Nagar allegedly committed suicide after consuming posion in their house on Saturday.","https://timesofindia.indiatimes.com/city/ludhiana/depression-drives-ludhiana-couple-to-commit-suicide/articleshow/61168471.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","","","Depression drives Ludhiana couple to commit suicide"
"1543755419-1465","https://timesofindia.indiatimes.com/topic/HIV/news","Meet doctors in old Delhi who treat poor free of cost
01 Jul 2018","https://timesofindia.indiatimes.com/city/delhi/meet-doctors-in-old-delhi-who-treat-poor-free-of-cost/articleshow/64817038.cms","11","https://timesofindia.indiatimes.com/topic/HIV/news/11","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755606-1700","https://timesofindia.indiatimes.com/topic/HIV/news","Stigma of HIV makes people quit UP villages
10 Feb 2018","https://timesofindia.indiatimes.com/city/lucknow/stigma-of-hiv-makes-people-quit-up-villages/articleshow/62858308.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","","","With 40 paintings on social themes, this convict’s art has decked jail walls in UP"
"1543755033-1192","https://timesofindia.indiatimes.com/topic/HIV/news","Kerala: Child cancer patient suspected to have contracted HIV during blood transfusion dies
11 Apr 2018The nine-year-old girl child - the cancer patient from Alappuzha who was earlier admitted to the regional cancer centre in Thiruvananthapuram and was suspected to had contracted HIV during blood transfusion - died at Alappuzha Medical College Hospital Wednesday.","https://timesofindia.indiatimes.com/city/kochi/kerala-child-cancer-patient-suspected-to-have-contracted-hiv-during-blood-transfusion-dies/articleshow/63714399.cms","13","https://timesofindia.indiatimes.com/topic/HIV/news/13","","","","INS Tarangini sets sail for 7-month voyage to Europe"
"1543755176-1236","https://timesofindia.indiatimes.com/topic/HIV/news","Man jabbed syringe with HIV+ mother's blood into his wife
20 Sep 2017","https://timesofindia.indiatimes.com/city/mumbai/man-jabbed-syringe-with-hiv-moms-blood-into-his-wife/articleshow/60754379.cms","13","https://timesofindia.indiatimes.com/topic/HIV/news/13","","","","Mumbai couple settles dowry case, told to pay costs"
"1543755696-1796","https://timesofindia.indiatimes.com/topic/HIV/news","An HIV-positive dream hits house hurdle in Kolkata
04 Mar 2018","https://timesofindia.indiatimes.com/city/kolkata/an-hiv-positive-dream-hits-house-hurdle-in-city/articleshow/63162870.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","","","Tiger to head to Jharkhali after capture"
"1543755696-1791","https://timesofindia.indiatimes.com/topic/HIV/news","An HIV-positive dream hits house hurdle in Kolkata
04 Mar 2018","https://timesofindia.indiatimes.com/city/kolkata/an-hiv-positive-dream-hits-house-hurdle-in-city/articleshow/63162870.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753679-433","https://timesofindia.indiatimes.com/topic/HIV/news","Depression drives Ludhiana couple to commit suicide
22 Oct 2017An elderly couple of Rajguru Nagar allegedly committed suicide after consuming posion in their house on Saturday.","https://timesofindia.indiatimes.com/city/ludhiana/depression-drives-ludhiana-couple-to-commit-suicide/articleshow/61168471.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","","","Bhai Dooj turns tragic as 3 of family killed in accident"
"1543753604-336","https://timesofindia.indiatimes.com/topic/HIV/news","HIV infection: Girl’s mother seeks central-govt probe
22 Sep 2017","https://timesofindia.indiatimes.com/city/kochi/hiv-infection-girls-mother-seeks-central-govt-probe/articleshow/60800669.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","","","Over 5 acres cleared of encroachments"
"1543757388-2013","https://timesofindia.indiatimes.com/topic/HIV/news","Per capita alcohol consumption more than doubled in India between 2005-16: WHO
22 Sep 2018","https://timesofindia.indiatimes.com/india/per-capita-alcohol-consumption-more-than-doubled-in-india-between-2005-16-who/articleshow/65912147.cms","7","https://timesofindia.indiatimes.com/topic/HIV/news/7","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755336-1334","https://timesofindia.indiatimes.com/topic/HIV/news","HIV, TB intervention programme in Odisha prisons launched
10 May 2018","https://timesofindia.indiatimes.com/city/bhubaneswar/hiv-tb-intervention-programme-in-odisha-prisons-launched/articleshow/64114399.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","","","Govt's people-connect drive extended to blocks"
